"co_ano","co_mes","produtos","pais_origem","co_via","kg_liquido","vlr"
2003,5,"Petroleo","Outros","01",914461651,217648406
2003,5,"Petroleo","Outros","04",11965,68355
2003,5,"Petroleo","Outros","06",52000,20800
2003,5,"Petroleo","Outros","07",3091862,1680087
2003,6,"Fertilizantes","Outros","01",573025808,117424182
2003,6,"Fertilizantes","Outros","04",203235,3942338
2003,6,"Fertilizantes","Outros","06",196800,39360
2003,6,"Fertilizantes","Outros","07",3785577,4053098
2003,6,"Fertilizantes","Outros","09",696,15817
2003,6,"Fertilizantes","Russia","01",155346186,21263859
2003,6,"Fertilizantes","Ucrania","01",29504746,3400656
2003,6,"OutrosProd","Outros","01",4419347644,2062457787
2003,6,"OutrosProd","Outros","02",1114695,35426
2003,6,"OutrosProd","Outros","04",10398245,851480899
2003,6,"OutrosProd","Outros","05",1453,288595
2003,6,"OutrosProd","Outros","06",20394814,10718075
2003,6,"OutrosProd","Outros","07",461334874,231899888
2003,6,"OutrosProd","Outros","08",345306108,119119822
2003,6,"OutrosProd","Outros","09",397257,7095349
2003,6,"OutrosProd","Outros","10",1032497,2705464
2003,6,"OutrosProd","Russia","01",72945976,10217285
2003,6,"OutrosProd","Russia","04",366,170132
2003,6,"OutrosProd","Ucrania","01",39026084,8783913
2003,6,"OutrosProd","Ucrania","04",1,131
2003,6,"Petroleo","Outros","01",738333281,146874165
2003,6,"Petroleo","Outros","04",18290,82096
2003,6,"Petroleo","Outros","06",149342,100454
2003,6,"Petroleo","Outros","07",1904007,1114988
2003,6,"Petroleo","Russia","01",1679600,411227
2003,6,"Petroleo","Ucrania","01",1005163,205657
2003,7,"Fertilizantes","Outros","01",898427514,160243767
2003,7,"Fertilizantes","Outros","04",258378,4918873
2003,7,"Fertilizantes","Outros","06",99000,19800
2003,7,"Fertilizantes","Outros","07",4421169,4206246
2003,7,"Fertilizantes","Outros","09",777,16826
2003,7,"Fertilizantes","Russia","01",231644766,30618509
2003,7,"Fertilizantes","Ucrania","01",41249469,4511110
2003,7,"OutrosProd","Outros","01",4335857873,2405376872
2003,7,"OutrosProd","Outros","02",1404965,59473
2003,7,"OutrosProd","Outros","03",3400000,695130
2003,7,"OutrosProd","Outros","04",10598428,974065686
2003,7,"OutrosProd","Outros","05",2186,332902
2003,7,"OutrosProd","Outros","06",19740797,7390120
2003,7,"OutrosProd","Outros","07",494437776,232603335
2003,7,"OutrosProd","Outros","08",417522070,125282696
2003,7,"OutrosProd","Outros","09",323664,9391450
2003,7,"OutrosProd","Outros","10",421504,1639593
2003,7,"OutrosProd","Russia","01",44473167,14447299
2003,7,"OutrosProd","Russia","04",371,10502
2003,7,"OutrosProd","Ucrania","01",1683750,639123
2003,7,"OutrosProd","Ucrania","04",971,13257
2003,7,"Petroleo","Outros","01",794899340,142146487
2003,7,"Petroleo","Outros","04",18549,85089
2003,7,"Petroleo","Outros","06",303205,184184
2003,7,"Petroleo","Outros","07",3495595,1605147
2003,7,"Petroleo","Russia","01",8852905,2143638
2003,8,"Fertilizantes","Outros","01",517580849,111739840
2003,8,"Fertilizantes","Outros","04",217849,4250324
2003,8,"Fertilizantes","Outros","06",79200,15840
2003,8,"Fertilizantes","Outros","07",5589411,4827910
2003,8,"Fertilizantes","Outros","09",1906,22143
2003,8,"Fertilizantes","Russia","01",176722705,20996472
2003,8,"Fertilizantes","Ucrania","01",1438746411,7527865
2003,8,"OutrosProd","Outros","01",4915570807,2264136429
2003,8,"OutrosProd","Outros","02",1772174,105492
2003,8,"OutrosProd","Outros","03",3400000,659056
2003,8,"OutrosProd","Outros","04",9846900,866297723
2003,8,"OutrosProd","Outros","05",1884,377075
2003,8,"OutrosProd","Outros","06",23956665,9459787
2003,8,"OutrosProd","Outros","07",456649321,221360743
2003,8,"OutrosProd","Outros","08",379758224,120397071
2003,8,"OutrosProd","Outros","09",421892,8422196
2003,8,"OutrosProd","Outros","10",1261528,6663783
2003,8,"OutrosProd","Outros","11",1,111
2003,8,"OutrosProd","Russia","01",49059765,14719754
2003,8,"OutrosProd","Russia","04",463,115526
2003,8,"OutrosProd","Ucrania","01",363371,421953
2003,8,"OutrosProd","Ucrania","04",520,13118
2003,8,"Petroleo","Outros","01",685973447,146073180
2003,8,"Petroleo","Outros","04",10501,61370
2003,8,"Petroleo","Outros","06",151888,91540
2003,8,"Petroleo","Outros","07",4502751,1971536
2003,8,"Petroleo","Ucrania","01",2396100,810205
2003,9,"Fertilizantes","Outros","01",1264002463,223022998
2003,9,"Fertilizantes","Outros","04",238191,4179224
2003,9,"Fertilizantes","Outros","05",64,8700
2003,9,"Fertilizantes","Outros","06",105600,21120
2003,9,"Fertilizantes","Outros","07",6304378,6812920
2003,9,"Fertilizantes","Outros","09",1722,30024
2003,9,"Fertilizantes","Russia","01",578502126,80691434
2003,9,"Fertilizantes","Ucrania","01",101049177,12393282
2003,9,"OutrosProd","Outros","01",5659320226,2642080330
2003,9,"OutrosProd","Outros","02",2336762,75368
2003,9,"OutrosProd","Outros","04",11186815,1032246132
2003,9,"OutrosProd","Outros","05",1188,254832
2003,9,"OutrosProd","Outros","06",28165010,12374851
2003,9,"OutrosProd","Outros","07",596856243,270318386
2003,9,"OutrosProd","Outros","08",390249383,122722987
2003,9,"OutrosProd","Outros","09",505947,11953511
2003,9,"OutrosProd","Outros","10",1209889,5142599
2003,9,"OutrosProd","Russia","01",36328717,14857866
2003,9,"OutrosProd","Russia","04",3316,1018861
2003,9,"OutrosProd","Ucrania","01",813163,683021
2003,9,"OutrosProd","Ucrania","04",79,2002
2003,9,"Petroleo","Outros","01",1155531796,259284348
2003,9,"Petroleo","Outros","04",8439,53370
2003,9,"Petroleo","Outros","06",253792,158530
2003,9,"Petroleo","Outros","07",5732953,1990085
2003,10,"Fertilizantes","Outros","01",1000488840,182106211
2003,10,"Fertilizantes","Outros","04",289739,5386452
2003,10,"Fertilizantes","Outros","06",105600,21120
2003,10,"Fertilizantes","Outros","07",6051292,6383187
2003,10,"Fertilizantes","Outros","09",2364,36754
2003,10,"Fertilizantes","Russia","01",313664425,42114638
2003,10,"Fertilizantes","Ucrania","01",134365080,18304701
2003,10,"OutrosProd","Outros","01",6117696260,2972951830
2003,10,"OutrosProd","Outros","02",1092665,27317
2003,10,"OutrosProd","Outros","04",12929121,1180964217
2003,10,"OutrosProd","Outros","05",1892,354577
2003,10,"OutrosProd","Outros","06",34121718,10173956
2003,10,"OutrosProd","Outros","07",629621940,274943749
2003,10,"OutrosProd","Outros","08",363190408,120564509
2003,10,"OutrosProd","Outros","09",2953590,12790495
2003,10,"OutrosProd","Outros","10",222909,1304001
2003,10,"OutrosProd","Russia","01",8201095,7703415
2003,10,"OutrosProd","Russia","04",1427,31940
2003,10,"OutrosProd","Ucrania","01",936574,1059688
2003,10,"OutrosProd","Ucrania","04",249,27191
2003,10,"Petroleo","Outros","01",1275361010,266911268
2003,10,"Petroleo","Outros","04",23359,86882
2003,10,"Petroleo","Outros","06",75275,46696
2003,10,"Petroleo","Outros","07",7806097,2671447
2003,10,"Petroleo","Ucrania","01",3006649,985046
2003,11,"Fertilizantes","Outros","01",1072542205,191099469
2003,11,"Fertilizantes","Outros","04",222341,3664971
2003,11,"Fertilizantes","Outros","06",140400,28080
2003,11,"Fertilizantes","Outros","07",6708002,6301281
2003,11,"Fertilizantes","Outros","09",2803,27020
2003,11,"Fertilizantes","Russia","01",455770798,67841542
2003,11,"Fertilizantes","Ucrania","01",113378673,15774973
2003,11,"OutrosProd","Outros","01",4440166363,2413468749
2003,11,"OutrosProd","Outros","02",4107886,339760
2003,11,"OutrosProd","Outros","04",12802487,1069852953
2003,11,"OutrosProd","Outros","05",1751,359547
2003,11,"OutrosProd","Outros","06",27623245,8324590
2003,11,"OutrosProd","Outros","07",527299723,256673153
2003,11,"OutrosProd","Outros","08",424783065,127915719
2003,11,"OutrosProd","Outros","09",502833,9919201
2003,11,"OutrosProd","Outros","10",744698,484308
2003,11,"OutrosProd","Russia","01",34276091,10997142
2003,11,"OutrosProd","Russia","04",515,48403
2003,11,"OutrosProd","Ucrania","01",572803,443976
2003,11,"OutrosProd","Ucrania","04",3356,52093
2003,11,"Petroleo","Outros","01",850415322,161172303
2003,11,"Petroleo","Outros","04",17876,87452
2003,11,"Petroleo","Outros","06",149113,106602
2003,11,"Petroleo","Outros","07",8197128,3314601
2003,12,"Fertilizantes","Outros","01",1034393505,185316913
2003,12,"Fertilizantes","Outros","04",230843,3804190
2003,12,"Fertilizantes","Outros","06",205200,41040
2003,12,"Fertilizantes","Outros","07",7874952,6349510
2003,12,"Fertilizantes","Outros","09",1489,13758
2003,12,"Fertilizantes","Russia","01",402479645,55555071
2003,12,"Fertilizantes","Ucrania","01",270295094,37936945
2003,12,"OutrosProd","Outros","01",4258956712,2242731244
2003,12,"OutrosProd","Outros","02",1175837,14484
2003,12,"OutrosProd","Outros","03",6800000,962200
2003,12,"OutrosProd","Outros","04",11695661,1005701551
2003,12,"OutrosProd","Outros","05",1729,319093
2003,12,"OutrosProd","Outros","06",21072428,5868216
2003,12,"OutrosProd","Outros","07",448570482,254192905
2003,12,"OutrosProd","Outros","08",483715717,134166208
2003,12,"OutrosProd","Outros","09",237005,7043802
2003,12,"OutrosProd","Outros","10",1323894,5174201
2003,12,"OutrosProd","Russia","01",39359450,15015432
2003,12,"OutrosProd","Russia","04",67,2122
2003,12,"OutrosProd","Ucrania","01",979697,1023888
2003,12,"OutrosProd","Ucrania","04",407,17751
2003,12,"Petroleo","Outros","01",495236636,117786909
2003,12,"Petroleo","Outros","04",15575,47465
2003,12,"Petroleo","Outros","06",244271,177206
2003,12,"Petroleo","Outros","07",9003834,3291445
2004,1,"Fertilizantes","Outros","01",958254019,185505744
2004,1,"Fertilizantes","Outros","04",203332,3575885
2004,1,"Fertilizantes","Outros","06",47437,37241
2004,1,"Fertilizantes","Outros","07",7249389,5918359
2004,1,"Fertilizantes","Outros","09",4068,34211
2004,1,"Fertilizantes","Russia","01",290889806,42219861
2004,1,"Fertilizantes","Ucrania","01",106296107,16025124
2004,1,"OutrosProd","Outros","01",5248512876,2604057338
2004,1,"OutrosProd","Outros","02",3409981,134770
2004,1,"OutrosProd","Outros","04",10825823,890244440
2004,1,"OutrosProd","Outros","05",1395,222013
2004,1,"OutrosProd","Outros","06",18123803,10582509
2004,1,"OutrosProd","Outros","07","345928445","210138309"
2004,1,"OutrosProd","Outros","08","422651953","126442057"
2004,1,"OutrosProd","Outros","09","442184","11130565"
2004,1,"OutrosProd","Outros","10","1038341","4408420"
2004,1,"OutrosProd","Russia","01","4762700","12761699"
2004,1,"OutrosProd","Russia","04","498","36407"
2004,1,"OutrosProd","Ucrania","01","1125912","1155359"
2004,1,"OutrosProd","Ucrania","04","388","1728"
2004,1,"Petroleo","Outros","01","681475973","166282808"
2004,1,"Petroleo","Outros","04","9670","64300"
2004,1,"Petroleo","Outros","06","193483","135420"
2004,1,"Petroleo","Outros","07","6858873","2625700"
2004,2,"Fertilizantes","Outros","01","806278765","143887923"
2004,2,"Fertilizantes","Outros","04","271135","3941472"
2004,2,"Fertilizantes","Outros","05","74","10776"
2004,2,"Fertilizantes","Outros","07","6486314","5307592"
2004,2,"Fertilizantes","Outros","09","2128","20887"
2004,2,"Fertilizantes","Russia","01","248153454","35366560"
2004,2,"Fertilizantes","Ucrania","01","123989189","17358691"
2004,2,"OutrosProd","Outros","01","4314825479","2132257229"
2004,2,"OutrosProd","Outros","02","3782647","64242"
2004,2,"OutrosProd","Outros","04","11725677","992360038"
2004,2,"OutrosProd","Outros","05","1309","306742"
2004,2,"OutrosProd","Outros","06","18025993","6046816"
2004,2,"OutrosProd","Outros","07","290031456","205880333"
2004,2,"OutrosProd","Outros","08","393029983","121593595"
2004,2,"OutrosProd","Outros","09","355978","11155734"
2004,2,"OutrosProd","Outros","10","4616011","24743928"
2004,2,"OutrosProd","Russia","01","42655778","13141428"
2004,2,"OutrosProd","Russia","04","1071","302974"
2004,2,"OutrosProd","Ucrania","01","206949","316484"
2004,2,"OutrosProd","Ucrania","04","300","12465"
2004,2,"Petroleo","Outros","01","480467318","116644262"
2004,2,"Petroleo","Outros","04","17923","129760"
2004,2,"Petroleo","Outros","06","195087","139267"
2004,2,"Petroleo","Outros","07","4070827","1780723"
2004,2,"Petroleo","Russia","01","4196500","1035000"
2004,3,"Fertilizantes","Outros","01","987730544","200125995"
2004,3,"Fertilizantes","Outros","04","382897","6738022"
2004,3,"Fertilizantes","Outros","05","65","8847"
2004,3,"Fertilizantes","Outros","06","13231","22028"
2004,3,"Fertilizantes","Outros","07","5738431","6730066"
2004,3,"Fertilizantes","Outros","09","2917","31559"
2004,3,"Fertilizantes","Russia","01","267299539","39767674"
2004,3,"Fertilizantes","Ucrania","01","52042479","7253316"
2004,3,"OutrosProd","Outros","01","5535452997","3159805078"
2004,3,"OutrosProd","Outros","02","2621379","72539"
2004,3,"OutrosProd","Outros","03","3047817","690940"
2004,3,"OutrosProd","Outros","04","15664184","1369240202"
2004,3,"OutrosProd","Outros","05","2535","497618"
2004,3,"OutrosProd","Outros","06","17523178","9036109"
2004,3,"OutrosProd","Outros","07","370002291","259395142"
2004,3,"OutrosProd","Outros","08","467307867","130546603"
2004,3,"OutrosProd","Outros","09","466469","11827635"
2004,3,"OutrosProd","Outros","10","157075","157459"
2004,3,"OutrosProd","Russia","01","6769129","21180551"
2004,3,"OutrosProd","Russia","04","1438","78380"
2004,3,"OutrosProd","Ucrania","01","1249131","1020090"
2004,3,"OutrosProd","Ucrania","04","10","9403"
2004,3,"Petroleo","Outros","01","912791375","195880751"
2004,3,"Petroleo","Outros","04","34235","168392"
2004,3,"Petroleo","Outros","06","403118","292648"
2004,3,"Petroleo","Outros","07","6048760","2266140"
2004,4,"Fertilizantes","Outros","01","401198533","110062008"
2004,4,"Fertilizantes","Outros","04","252181","5662412"
2004,4,"Fertilizantes","Outros","05","0","607"
2004,4,"Fertilizantes","Outros","07","5192815","5087187"
2004,4,"Fertilizantes","Outros","09","864","8065"
2004,4,"Fertilizantes","Outros","10","89","1738"
2004,4,"Fertilizantes","Russia","01","114086822","17459619"
2004,4,"Fertilizantes","Ucrania","01","14751820","2353900"
2004,4,"OutrosProd","Outros","01","5040404186","2824512121"
2004,4,"OutrosProd","Outros","04","13965375","1187243732"
2004,4,"OutrosProd","Outros","05","1819","345768"
2004,4,"OutrosProd","Outros","06","14627374","7499724"
2004,4,"OutrosProd","Outros","07","348377957","238864981"
2004,4,"OutrosProd","Outros","08","490586794","133849089"
2004,4,"OutrosProd","Outros","09","336189","7644560"
2004,4,"OutrosProd","Outros","10","4381136","33240317"
2004,4,"OutrosProd","Russia","01","4672128","10847020"
2004,4,"OutrosProd","Russia","04","600","49169"
2004,4,"OutrosProd","Ucrania","01","20147485","7920250"
2004,4,"OutrosProd","Ucrania","04","31","24124"
2004,4,"Petroleo","Outros","01","479671876","109393939"
2004,4,"Petroleo","Outros","04","6774","60905"
2004,4,"Petroleo","Outros","06","428520","287444"
2004,4,"Petroleo","Outros","07","3066081","1702334"
2004,4,"Petroleo","Russia","01","36064449","9600075"
2004,5,"Fertilizantes","Outros","01","610489332","148686777"
2004,5,"Fertilizantes","Outros","04","270481","8929025"
2004,5,"Fertilizantes","Outros","07","7998748","7083583"
2004,5,"Fertilizantes","Outros","09","2860","24600"
2004,5,"Fertilizantes","Russia","01","206497572","30198699"
2004,5,"Fertilizantes","Ucrania","01","37443033","5003758"
2004,5,"OutrosProd","Outros","01","5436980697","2884860615"
2004,5,"OutrosProd","Outros","02","1342371","34229"
2004,5,"OutrosProd","Outros","04","15316602","1279516489"
2004,5,"OutrosProd","Outros","05","2128","328706"
2004,5,"OutrosProd","Outros","06","18670858","8510141"
2004,5,"OutrosProd","Outros","07","398599592","258045089"
2004,5,"OutrosProd","Outros","08","484825907","133635363"
2004,5,"OutrosProd","Outros","09","363024","7215052"
2004,5,"OutrosProd","Outros","10","1589602","8611739"
2004,5,"OutrosProd","Russia","01","31410716","14140087"
2004,5,"OutrosProd","Russia","04","629","69723"
2004,5,"OutrosProd","Russia","07","24840","36763"
2004,5,"OutrosProd","Ucrania","01","4145942","1582038"
2004,5,"OutrosProd","Ucrania","04","68","16363"
2004,5,"Petroleo","Outros","01","570425544","118699303"
2004,5,"Petroleo","Outros","04","8567","90207"
2004,5,"Petroleo","Outros","06","475294","334749"
2004,5,"Petroleo","Outros","07","5424527","2342236"
2004,6,"Fertilizantes","Outros","01","1228382615","236813962"
2004,6,"Fertilizantes","Outros","04","336876","5616545"
2004,6,"Fertilizantes","Outros","05","5","218"
2004,6,"Fertilizantes","Outros","07","5473805","6574468"
2004,6,"Fertilizantes","Outros","09","1113","13261"
2004,6,"Fertilizantes","Russia","01","456645761","76184787"
2004,6,"Fertilizantes","Ucrania","01","53312818","6600916"
2004,6,"OutrosProd","Outros","01","6751009894","3252636554"
2004,6,"OutrosProd","Outros","02","2670884","67894"
2004,6,"OutrosProd","Outros","04","16084796","1411015490"
2004,6,"OutrosProd","Outros","05","1477","339935"
2004,6,"OutrosProd","Outros","06","24610737","14485015"
2004,6,"OutrosProd","Outros","07","392004800","274975031"
2004,6,"OutrosProd","Outros","08","498603846","139429608"
2004,6,"OutrosProd","Outros","09","370886","6709009"
2004,6,"OutrosProd","Outros","10","1206130","3990927"
2004,6,"OutrosProd","Russia","01","44814649","21224031"
2004,6,"OutrosProd","Russia","04","516","61989"
2004,6,"OutrosProd","Ucrania","01","3206278","1658660"
2004,6,"OutrosProd","Ucrania","04","71","21204"
2004,6,"Petroleo","Outros","01","648078436","153851166"
2004,6,"Petroleo","Outros","04","17122","109890"
2004,6,"Petroleo","Outros","06","237812","166822"
2004,6,"Petroleo","Outros","07","3806507","1788124"
2004,6,"Petroleo","Russia","01","1676411","482785"
2004,7,"Fertilizantes","Outros","01","1246833688","252077785"
2004,7,"Fertilizantes","Outros","04","347482","6063931"
2004,7,"Fertilizantes","Outros","07","4933901","6748934"
2004,7,"Fertilizantes","Outros","09","1633","15995"
2004,7,"Fertilizantes","Russia","01","283703671","44596139"
2004,7,"Fertilizantes","Ucrania","01","19453007","2942378"
2004,7,"OutrosProd","Outros","01","6080811039","3285571663"
2004,7,"OutrosProd","Outros","02","1083103","27527"
2004,7,"OutrosProd","Outros","04","16411843","1379659198"
2004,7,"OutrosProd","Outros","05","2069","523871"
2004,7,"OutrosProd","Outros","06","25261562","16295290"
2004,7,"OutrosProd","Outros","07","363707613","279497714"
2004,7,"OutrosProd","Outros","08","488023182","137828971"
2004,7,"OutrosProd","Outros","09","765671","5835353"
2004,7,"OutrosProd","Outros","10","1837061","6857472"
2004,7,"OutrosProd","Russia","01","69011549","15803403"
2004,7,"OutrosProd","Russia","04","541","105979"
2004,7,"OutrosProd","Ucrania","01","1035587","1219918"
2004,7,"OutrosProd","Ucrania","04","67","11293"
2004,7,"Petroleo","Outros","01","638696355","161547874"
2004,7,"Petroleo","Outros","04","24269","156920"
2004,7,"Petroleo","Outros","06","262772","181363"
2004,7,"Petroleo","Outros","07","5374879","2409806"
2004,7,"Petroleo","Russia","01","26524750","7370314"
2004,7,"Petroleo","Ucrania","01","154876","44048"
2004,8,"Fertilizantes","Outros","01","1251504735","267157196"
2004,8,"Fertilizantes","Outros","04","398240","5772060"
2004,8,"Fertilizantes","Outros","06","22425","20919"
2004,8,"Fertilizantes","Outros","07","4635764","6443699"
2004,8,"Fertilizantes","Outros","09","2201536","2932136"
2004,8,"Fertilizantes","Russia","01","321278534","52523524"
2004,8,"Fertilizantes","Ucrania","01","90780888","14382709"
2004,8,"OutrosProd","Outros","01","5733900572","3304949531"
2004,8,"OutrosProd","Outros","02","4090560","283169"
2004,8,"OutrosProd","Outros","04","17291029","1405957000"
2004,8,"OutrosProd","Outros","05","2167","430912"
2004,8,"OutrosProd","Outros","06","26248367","10996574"
2004,8,"OutrosProd","Outros","07","398989181","301684490"
2004,8,"OutrosProd","Outros","08","33473204","93420820"
2004,8,"OutrosProd","Outros","09","837194","11546879"
2004,8,"OutrosProd","Outros","10","1276610","3691067"
2004,8,"OutrosProd","Russia","01","138821398","16029408"
2004,8,"OutrosProd","Russia","04","4055","99671"
2004,8,"OutrosProd","Ucrania","01","20688959","7239043"
2004,8,"OutrosProd","Ucrania","04","514","29682"
2004,8,"Petroleo","Outros","01","747552697","199710019"
2004,8,"Petroleo","Outros","04","30371","159183"
2004,8,"Petroleo","Outros","06","452156","336428"
2004,8,"Petroleo","Outros","07","5455564","2445331"
2004,8,"Petroleo","Outros","09","180","2839"
2004,9,"Fertilizantes","Outros","01","1515927695","326548741"
2004,9,"Fertilizantes","Outros","04","319820","4973461"
2004,9,"Fertilizantes","Outros","06","45600","9120"
2004,9,"Fertilizantes","Outros","07","5205921","6852349"
2004,9,"Fertilizantes","Outros","09","485251","2687416"
2004,9,"Fertilizantes","Russia","01","463300297","80427594"
2004,9,"Fertilizantes","Ucrania","01","138901093","26352166"
2004,9,"OutrosProd","Outros","01","5033707267","3259447235"
2004,9,"OutrosProd","Outros","02","2887856","45233"
2004,9,"OutrosProd","Outros","04","15757023","1341189510"
2004,9,"OutrosProd","Outros","05","1882","406521"
2004,9,"OutrosProd","Outros","06","27484027","13098199"
2004,9,"OutrosProd","Outros","07","447098451","299977552"
2004,9,"OutrosProd","Outros","08","1011891082","191908923"
2004,9,"OutrosProd","Outros","09","846723","12808939"
2004,9,"OutrosProd","Outros","10","513431","571518"
2004,9,"OutrosProd","Russia","01","79698786","11478194"
2004,9,"OutrosProd","Russia","04","769","637657"
2004,9,"OutrosProd","Ucrania","01","79863831","6240240"
2004,9,"OutrosProd","Ucrania","04","8","3983"
2004,9,"Petroleo","Outros","01","853253010","247172213"
2004,9,"Petroleo","Outros","04","16116","144018"
2004,9,"Petroleo","Outros","06","120886","87175"
2004,9,"Petroleo","Outros","07","4046341","1819308"
2004,9,"Petroleo","Outros","09","180","2839"
2004,10,"Fertilizantes","Outros","01","1122383976","253342103"
2004,10,"Fertilizantes","Outros","04","354580","6537006"
2004,10,"Fertilizantes","Outros","05","2","1029"
2004,10,"Fertilizantes","Outros","06","45600","9120"
2004,10,"Fertilizantes","Outros","07","7638420","6946271"
2004,10,"Fertilizantes","Outros","09","1820","18296"
2004,10,"Fertilizantes","Russia","01","286749815","50949567"
2004,10,"Fertilizantes","Ucrania","01","95739473","18143571"
2004,10,"OutrosProd","Outros","01","5325412400","3252361223"
2004,10,"OutrosProd","Outros","02","5931940","58134"
2004,10,"OutrosProd","Outros","03","3400000","486574"
2004,10,"OutrosProd","Outros","04","16162201","1366451256"
2004,10,"OutrosProd","Outros","05","1855","333036"
2004,10,"OutrosProd","Outros","06","28095743","13140034"
2004,10,"OutrosProd","Outros","07","459094874","323116891"
2004,10,"OutrosProd","Outros","08","570411861","147687910"
2004,10,"OutrosProd","Outros","09","340565","7252800"
2004,10,"OutrosProd","Outros","10","808738","4314381"
2004,10,"OutrosProd","Russia","01","3989042","9969466"
2004,10,"OutrosProd","Russia","04","673","183916"
2004,10,"OutrosProd","Ucrania","01","1795270","1770368"
2004,10,"OutrosProd","Ucrania","04","1","796"
2004,10,"Petroleo","Outros","01","1353185057","466483463"
2004,10,"Petroleo","Outros","04","18136","121805"
2004,10,"Petroleo","Outros","06","210577","154466"
2004,10,"Petroleo","Outros","07","5294156","2221884"
2004,10,"Petroleo","Outros","09","360","5679"
2004,11,"Fertilizantes","Outros","01","975256060","233944681"
2004,11,"Fertilizantes","Outros","04","303429","6407503"
2004,11,"Fertilizantes","Outros","06","45600","9120"
2004,11,"Fertilizantes","Outros","07","7201752","7322624"
2004,11,"Fertilizantes","Outros","09","1677","18250"
2004,11,"Fertilizantes","Russia","01","375828370","68828198"
2004,11,"Fertilizantes","Ucrania","01","118060528","23481938"
2004,11,"OutrosProd","Outros","01","5247376217","3443233304"
2004,11,"OutrosProd","Outros","02","1784040","31274"
2004,11,"OutrosProd","Outros","03","3465360","353467"
2004,11,"OutrosProd","Outros","04","17621950","1485409467"
2004,11,"OutrosProd","Outros","05","1923","389375"
2004,11,"OutrosProd","Outros","06","35201774","18311857"
2004,11,"OutrosProd","Outros","07","437926024","347496573"
2004,11,"OutrosProd","Outros","08","594746711","152267402"
2004,11,"OutrosProd","Outros","09","1847839","10082903"
2004,11,"OutrosProd","Outros","10","378711","994941"
2004,11,"OutrosProd","Russia","01","58714925","9617350"
2004,11,"OutrosProd","Russia","04","253","50984"
2004,11,"OutrosProd","Russia","05","1","809"
2004,11,"OutrosProd","Ucrania","01","10578011","4663498"
2004,11,"OutrosProd","Ucrania","04","462","2345"
2004,11,"Petroleo","Outros","01","911482884","320105114"
2004,11,"Petroleo","Outros","04","19681","136033"
2004,11,"Petroleo","Outros","06","336096","264086"
2004,11,"Petroleo","Outros","07","4291085","2087086"
2004,11,"Petroleo","Outros","09","540","8518"
2004,11,"Petroleo","Russia","01","63597304","25590202"
2004,12,"Fertilizantes","Outros","01","734044119","198104807"
2004,12,"Fertilizantes","Outros","04","271289","5366143"
2004,12,"Fertilizantes","Outros","06","91200","18240"
2004,12,"Fertilizantes","Outros","07","8295058","7556415"
2004,12,"Fertilizantes","Outros","09","681","2602"
2004,12,"Fertilizantes","Russia","01","261717067","52475255"
2004,12,"Fertilizantes","Ucrania","01","64755197","13704434"
2004,12,"OutrosProd","Outros","01","5094189190","3219813384"
2004,12,"OutrosProd","Outros","02","3944009","141716"
2004,12,"OutrosProd","Outros","03","8000000","1641200"
2004,12,"OutrosProd","Outros","04","17969624","1437172624"
2004,12,"OutrosProd","Outros","05","1448","461617"
2004,12,"OutrosProd","Outros","06","37418022","14607118"
2004,12,"OutrosProd","Outros","07","423520812","323272218"
2004,12,"OutrosProd","Outros","08","541758701","147453552"
2004,12,"OutrosProd","Outros","09","370768","6285144"
2004,12,"OutrosProd","Outros","10","1827813","13860835"
2004,12,"OutrosProd","Russia","01","80936533","14933718"
2004,12,"OutrosProd","Russia","04","764","74948"
2004,12,"OutrosProd","Russia","05","5","3842"
2004,12,"OutrosProd","Ucrania","01","31421840","17386050"
2004,12,"Petroleo","Outros","01","902062425","290102660"
2004,12,"Petroleo","Outros","04","8691","60533"
2004,12,"Petroleo","Outros","07","5046895","2511367"
2004,12,"Petroleo","Outros","09","360","5679"
2005,1,"Fertilizantes","Outros","01","670930432","183158162"
2005,1,"Fertilizantes","Outros","04","184117","4086313"
2005,1,"Fertilizantes","Outros","06","70250","46428"
2005,1,"Fertilizantes","Outros","07","5205848","7312042"
2005,1,"Fertilizantes","Outros","09","2146","11083"
2005,1,"Fertilizantes","Russia","01","180781794","33508104"
2005,1,"Fertilizantes","Ucrania","01","99684200","20598175"
2005,1,"OutrosProd","Outros","01","5067126827","3128565086"
2005,1,"OutrosProd","Outros","02","2715648","16031"
2005,1,"OutrosProd","Outros","04","14692748","1277123734"
2005,1,"OutrosProd","Outros","05","2436","468983"
2005,1,"OutrosProd","Outros","06","27095031","16236626"
2005,1,"OutrosProd","Outros","07","375619530","269802094"
2005,1,"OutrosProd","Outros","08","83313285","108181410"
2005,1,"OutrosProd","Outros","09","294052","60749850"
2005,1,"OutrosProd","Outros","10","614477","19890905"
2005,1,"OutrosProd","Russia","01","83888618","18543193"
2005,1,"OutrosProd","Russia","04","1714","469634"
2005,1,"OutrosProd","Ucrania","01","14436344","9518726"
2005,1,"Petroleo","Outros","01","604424322","188765599"
2005,1,"Petroleo","Outros","04","17982","86840"
2005,1,"Petroleo","Outros","06","333057","285675"
2005,1,"Petroleo","Outros","07","5082799","2314614"
2005,1,"Petroleo","Outros","09","540","8518"
2005,2,"Fertilizantes","Outros","01","490492516","143364464"
2005,2,"Fertilizantes","Outros","04","176836","5081936"
2005,2,"Fertilizantes","Outros","06","45600","9120"
