"co_mes","co_ano","exp_kg_liquido_total","exp_vlr_total","exp_kg_liquido_russia","exp_vlr_russia","exp_kg_liquido_ucrania","exp_vlr_ucrania","pet_kg_liquido_total","pet_vlr_total","pet_kg_liquido_russia","pet_vlr_russia","pet_kg_liquido_ucrania","pet_vlr_ucrania","fert_kg_liquido_total","fert_vlr_total","fert_kg_liquido_russia","fert_vlr_russia","fert_kg_liquido_ucrania","fert_vlr_ucrania"
10,2007,2701199261,701555314,1777523,4612422,912219,2088321,771554638,386094719,0,0,0,0,1976006665,695683208,380165120,109240664,93171052,27857727
10,2008,1074796995,534253871,3975883,9879885,589461,3395299,1736963234,1408220571,0,0,0,0,1362654296,1225202520,241408661,180707143,49909716,39043374
10,2009,1496662397,484576484,5607140,5969630,354547,1242336,1370572087,663223390,0,0,0,0,1789522841,676837164,644907447,215300498,0,0
10,2010,2298252965,702859609,2448466,6839150,695687,2839521,1974819880,1185049119,1996213,2268791,0,0,2392629966,879444308,437662031,106757593,48176206,11761640
10,2011,2312843564,961771672,2437855,7989481,344857,1624500,2637767720,2168588013,30092567,27479212,0,0,1737027133,969933669,520597572,233587367,72980852,31516983
10,2012,4246093116,1426008087,2274442,5983106,436413,2133856,1753948638,1431820122,29876508,30060446,0,0,2196609494,1183740523,386171243,158129638,73197315,28625454
10,2013,4629650580,1309475118,1998154,2625396,733604,3661136,2384780477,1722985943,8876229,5144479,9041238,8446506,1956766626,937075331,497626643,169758382,32750000,10430311
10,2014,3749139161,1074434113,2411596,5589262,268165,1061308,1812520592,1205646692,0,0,0,0,2421988141,1038701303,556708498,195904844,23675897,7420844
10,2015,6203331869,1364573658,2496666,3820451,531744,940311,1310693152,574498576,0,0,0,0,2140898467,822310239,243121651,72860312,26355836,7342135
10,2016,1580856548,571287154,3775496,5715075,341738,537158,1638163457,697711652,89835913,38259712,0,0,1551496503,514097824,259306553,55849569,0,0
10,2017,5522014217,1222682727,5919135,8468471,849573,2091979,2662888981,1299744020,66525041,33574711,0,0,1853935375,614435165,302039264,71614196,336000,87157
10,2018,3685228804,1002453454,10386331,12478566,1223700,2663849,2151078890,1309040732,125784839,82068119,0,0,3232583821,1104457600,562745635,161662951,0,0
10,2019,6774522891,1444855598,9904678,12842056,1409544,2252399,2821129817,1416189637,60878231,32580735,0,0,3400131073,1125472558,791913245,220041359,0,0
10,2020,5605464757,1297961506,9249587,11502446,1325132,2422677,1911464757,666891138,25184068,10209576,0,0,3162781666,886054844,646025145,145032373,0,0
10,2021,2528168179,971291679,9846789,13475943,1825173,3587982,3180159302,2021594502,97136976,59661783,0,0,4745684125,2281577210,952345436,473828522,0,0
11,1997,272605740,96859641,0,0,0,0,1639090641,308825414,39335042,6661949,0,0,868507770,160621228,188122772,23663224,54320490,9750856
11,1998,224188668,94937981,0,0,0,0,1102730288,127204129,0,0,0,0,768946645,150176003,147568125,21295520,43764775,5276282
11,1999,430672729,118449525,0,0,0,0,1532589586,288608288,0,0,0,0,1033127544,178722868,248853679,31565487,105355224,8646483
11,2000,434907279,131373358,144553,170661,0,0,1742403058,490630668,0,0,0,0,1436870361,236632534,389918995,53016964,102864111,14197825
11,2001,1138716019,181327146,445313,408841,54000,24176,1577875109,287268533,34851248,8321992,0,0,1089366170,177567969,227607456,28680706,37189087,3864935
11,2002,778412161,161608994,609747,433638,258400,228018,1325635952,266423065,35140036,8369222,0,0,1204883558,186898198,361938342,44159930,32083030,3679991
11,2003,657859884,154763039,853367,614580,463000,449208,858612450,164486904,0,0,0,0,1648399678,281017265,455770798,67841542,113378673,15774973
11,2004,691283111,186649117,1112171,948329,50000,59500,979371273,347782402,63597304,25590202,0,0,1476346710,333577441,375828370,68828198,118060528,23481938
11,2005,650638062,203322331,1806008,1732107,895831,572937,585484830,219402296,0,0,0,0,983886785,261800200,281134499,58529865,48624963,10385063
11,2006,1153404698,289312721,1599652,3055771,619198,1073502,1032099499,484015264,0,0,0,0,1342065432,335449352,277601522,57472722,89327648,19555045
11,2007,2043448677,550704748,1928013,4379825,771406,1967635,1380657929,855343959,69523990,56107116,0,0,1502224961,536644737,499620348,147191915,182324940,55118638
11,2008,1345065193,500640837,2063617,5626537,288158,1444892,1318748851,767247236,1972706,3003275,0,0,682696834,642373790,91512171,60670821,43656527,23697158
11,2009,1617210843,509598012,1545369,3482753,582238,2441958,1037503885,562527940,0,0,0,0,1265240278,462771812,357351503,92758144,79477935,18284014
11,2010,2566357271,774580290,1849486,5522915,831051,3236898,1866363688,1215957301,30212659,20606285,0,0,2010900675,807102249,337652842,103453875,207103758,63084388
11,2011,1490143322,705420043,2233814,8146167,366175,1686579,2343350830,1869057387,41999499,27079788,0,0,1958743368,1132037087,460381176,210030500,143911107,67034045
11,2012,4526404934,1527435415,3870941,4089371,625165,2805552,2981491730,2481164829,0,0,0,0,2126469845,1107443542,500450736,199230571,146936549,53722677
11,2013,4387669374,1241330261,1518723,1882421,513633,2469205,1884044445,1417110665,57446125,53885391,0,0,2283652792,954136420,706449708,228465342,40646898,12257164
11,2014,3556310025,970530061,1472861,2769838,584328,2029952,2060048364,1535549631,0,0,0,0,2973860715,1211360764,663448957,226139095,0,0
11,2015,5396828149,1213400831,2006429,2561199,284860,487879,2275029423,991386362,0,0,0,0,1849407096,704136228,312267411,89815645,0,0
11,2016,1563704131,564424920,1945088,4494015,282934,783306,1353824390,553109767,176740375,73878105,0,0,2318733356,689804024,438854340,91518463,0,0
11,2017,3847513994,965639633,5507096,7841337,722423,1749241,1760807376,939543768,11253412,6473047,0,0,2136464901,697351725,401040726,92853448,0,0
11,2018,4227204352,1114812044,11721193,13226093,1059562,2092890,2113214265,1316811583,78655308,55339255,0,0,3585406781,1259654721,734708902,219274293,0,0
11,2019,4692259808,1115541487,6337584,7984381,1150281,2181527,2881227369,1578381621,49411630,26389194,0,0,3116671220,987163353,903634297,246068864,0,0
11,2020,5386455044,1315646278,14058645,16366269,1709862,2981327,2117810609,691093112,238939,156719,0,0,3633744825,1028227909,859634338,201556563,0,0
11,2021,3012265482,1073793292,7530400,10885842,2217319,4327330,2285165020,1504281025,503983,608247,0,0,4589890577,2314136475,1161434110,606193936,0,0
12,1997,301776419,108939997,11,108,0,0,1413472693,268914971,0,0,0,0,742628715,143293415,171424657,21764960,47196240,6153961
12,1998,100108092,86030257,0,0,0,0,1298529371,152406399,0,0,0,0,662254679,142043035,143301301,17963019,55039487,6060930
12,1999,400406483,131219767,20,1972,0,0,1741598472,324572784,0,0,250,5002,1050863676,175391723,259696963,31910631,55402369,4494912
12,2000,315661546,131905507,43520,31514,0,0,1674060240,440424571,0,0,0,0,1177604316,183282716,390193015,52421520,27823797,4318826
12,2001,1010424048,161751341,180589,149502,50000,63750,1158252784,178583878,20010934,5044869,0,0,763456864,118282048,252285938,29849285,53143966,5538816
12,2002,604147280,118543266,536980,380839,461200,431375,1075799082,234036553,796211,161449,0,0,489615662,100140908,124374147,16206886,19471148,2095080
12,2003,1365418498,229966129,783762,814381,213000,183390,504240470,121078354,0,0,0,0,1715043196,285158439,402479645,55555071,270295094,37936945
12,2004,681183236,181101781,1136577,1181202,326350,310515,907109320,292614027,0,0,0,0,1068811441,271840911,261717067,52475255,64755197,13704434
12,2005,782265525,211514728,2252910,2305045,210000,123036,563634438,221868195,0,0,0,0,1019400657,263220333,361738662,76870089,38444574,7814742
12,2006,835703311,256289990,1512623,2678086,431250,660126,897945169,419853318,0,0,0,0,916033220,250603620,373388112,77697946,4511543,1052583
12,2007,1555081518,499855893,1862600,4874405,385776,1071130,1018606481,661276181,59922498,53934268,0,0,1400036559,530158436,357189315,115915148,151773088,52515450
12,2008,1855970495,584372649,1979363,4554321,195505,1152661,732478114,387320383,3013399,4682878,0,0,480234758,432781942,126698683,64873152,10180108,4642927
12,2009,1799330869,560974253,3058212,4322342,379467,1041444,1329317451,654562731,491187,362757,0,0,715760110,321546794,248655078,61187611,3313722,778585
12,2010,2559668866,823442619,1857958,7104608,594275,2013038,1312479494,790471540,1960536,2335665,0,0,1300224331,569995730,306242469,93784190,87092303,25608540
12,2011,1411905729,675952945,1833852,4210685,769384,2906537,1888149642,1526909354,0,0,0,0,1932394421,1037438969,545541059,227821380,105716559,48170940
12,2012,3492927431,1222350646,1574523,3338595,573491,2431776,1425089507,1164293258,0,0,0,0,2452665146,1181719005,737791669,274453414,108709843,40966238
12,2013,3674271366,1146590593,989233,2051363,451204,1897601,2000772982,1593231278,78400,106550,0,0,2323794041,939725822,402879885,131318378,0,0
12,2014,4264899818,1193505129,2427981,6903281,182259,464704,2933813672,2032996371,66007577,50041685,0,0,1865004093,788318900,286469941,94929262,0,0
12,2015,6960193373,1470445628,3478985,3842252,459157,812989,1225316554,440400596,20160,15908,0,0,1856579488,671762524,263106111,76565756,0,0
12,2016,1623831002,577852918,2965869,5017066,312733,710848,1604260223,700358342,176226732,78327646,0,0,2771775740,776597610,584251588,128187556,0,0
12,2017,4401585050,1047924085,7683809,9542383,775630,2030763,2253508449,1222943902,13016588,7493484,0,0,2754677803,840592920,515400271,127421509,0,0
12,2018,4299079345,1120786684,10284656,12793310,1790816,3309192,2732815550,1680818760,15000000,10891585,0,0,3088041177,1095329600,638453944,184858424,0,0
12,2019,4907635787,1166973499,5121118,6864206,1043930,1556233,1637218601,809398286,6399845,3648505,0,0,2490808907,752608412,543990903,141688070,0,0
12,2020,5846896843,1444199899,9838618,12433868,1244599,2308072,1668241960,681577717,180978,135270,0,0,3015901502,859598011,684444176,163013790,0,0
12,2021,4807760795,1603436868,11359179,16112467,3312518,5922152,2234881912,1431001992,26178597,18454073,0,0,3279563693,1921720691,454785128,281721821,0,0
